SUBD_DESC,median_price,n_parcels,median_size,median_dur_owned
PROP-HILL B ESTATE,0,24,0.308,23.4027397260274
PROP-HILL J D,0,1,1.101,23.4027397260274
PROP-HILL JAMES L,0,2,0.637,23.4027397260274
PROP-HILL JOHN SPRUNT,0,6,0.1895,23.4027397260274
PROP-HIX W W,0,4,0.4675,17.4
PROP-HOCK GARY M,1.4e+07,2,3.1815,
PROP-HOLLOWAY LEE J,0,7,0.821,18.3904109589041
PROP-HOLLOWAY MARY,17000,6,0.2515,21.1438356164384
PROP-HOLLWAY W J,0,4,0.1185,23.4027397260274
PROP-HOLMAN W H MR MRS,103500,12,0.188,23.4027397260274
PROP-HOLMES IRWIN R JR,19000,15,0.463,8.34109589041096
PROP-HOME SVNGS BK/PB-13,70000,15,0.296,6.7013698630137
PROP-HOPSON W D FRM,0,5,4.136,23.4027397260274
PROP-HORTON & HARRIS,0,13,0.321,20.8219178082192
PROP-HOUSE MARTHA/SIDNEY,20000,9,0.164,22.2328767123288
PROP-HSNG ATHRTY OF DRHM,0,29,0.315,23.4027397260274
PROP-HUDSON & COPLEY,4500,52,0.459,12.3972602739726
PROP-HUDSON CLAIBORNE L,112000,6,0.204,23.4027397260274
PROP-HUDSON H A,25000,16,0.2755,23.4027397260274
PROP-HUNT L A,0,7,0.474,19.2082191780822
PROP-HUNT ROBERT V,0,7,1.203,23.4027397260274
PROP-HUNTER ALICE C,19000,5,0.186,7.95068493150685
PROP-HUNTER F B,0,9,0.45,23.4027397260274
PROP-HURSEY STREET,0,63,0.489,23.4027397260274
PROP-HUSKETH,0,10,0.5695,3.71232876712329
PROP-HUTCHINS J W,104000,53,0.191,15.0876712328767
PROP-HUTCHINS ROBERT L,1e+05,7,0.429,23.4027397260274
PROP-INGOLD W A & J R,0,14,0.243,9.63287671232877
PROP-JACKSON O F,0,32,0.5655,21.386301369863
PROP-JOHNSON B B EST/PART,221000,8,0.2745,4.01917808219178
PROP-JOHNSON N M,0,26,0.1445,14.3972602739726
PROP-JOHNSON O A,0,87,0.233,22.4301369863014
PROP-JOHNSON SALLIE,0,12,0.1075,23.4027397260274
PROP-JONES A H,0,19,0.462,15.1232876712329
PROP-JONES GARY L,190000,5,2.014,19.9013698630137
PROP-JONES J A,46500,8,0.155,11.8506849315069
PROP-JONES J F,60000,5,0.155,
PROP-JONES J P ESTATE,0,7,0.28,23.4027397260274
PROP-JONES P F,0,32,0.492,23.4027397260274
PROP-JONES R M ESTATE,101500,28,0.167,12.3041095890411
PROP-JOYLAND DEV CO,22000,77,0.334,10.8986301369863
PROP-KENDALL C W,43500,25,0.172,17.641095890411
PROP-KIMBREY A,234500,14,0.1715,10.0547945205479
PROP-KIMBRO W R,0,21,0.459,18.4835616438356
PROP-KING H C,0,30,0.1615,16.4
PROP-KING THOMAS E,80200000,1,21.627,4.05205479452055
PROP-KIRKLAND GEORGE F,0,11,0.379,23.4027397260274
PROP-KIRKLAND L D,44000,46,0.455,22.3164383561644
PROP-KIRKLAND L J,97500,24,0.253,9.09178082191781
PROP-KIRKLAND W B,0,4,0.1265,5.64383561643836
PROP-KIRLAND L D/FOWLER M,11000,7,0.111,6.25890410958904
PROP-KNOWL D C & ADDIE L,0,10,0.4815,17.4
PROP-LADD CHARLES M,0,4,0.1955,23.4027397260274
PROP-LATTA J G FRM,0,21,0.996,15.1397260273973
PROP-LATTA T G,6000,4,0.8635,23.4027397260274
PROP-LATTA T M/HIX A L,279000,6,0.399,14.2191780821918
PROP-LAWRENCE M V,0,58,0.17,6.0041095890411
PROP-LEE INVSTMT FUND INC,181500,4,0.0305,4.2027397260274
PROP-LEVI TRACT,0,9,0.881,
PROP-LIPSCOMB WE/SYKES RH,45000,3,0.171,20.4712328767123
PROP-LOFTIN FLOYD F,0,24,0.329,23.4027397260274
PROP-LONG E J,0,9,0.14,9.55616438356164
PROP-LOPEZ,0,6,0.689,23.4027397260274
PROP-LOUISE KNITTING MILL,0,4,0.1845,7.30684931506849
PROP-LOVE GEORGE C,0,3,0.224,
PROP-LYNN F J & M E,6000,12,0.2005,8.37534246575343
PROP-LYNN G W,44000,6,0.17,3.72054794520548
PROP-LYON E H DR,0,3,0.201,23.4027397260274
PROP-LYON EDDIE M & WIFE,0,2,0.104,23.4027397260274
PROP-LYON JOHN F,1e+05,7,0.2,23.4027397260274
PROP-MALONE C C,0,5,0.225,22.4027397260274
PROP-MALONE D A EST,215000,24,0.205,5.84657534246575
PROP-MANESS L R,165000,33,0.483,6.53424657534247
PROP-MANGUM J S,85000,19,0.128,4.22054794520548
PROP-MANGUM M/BRAGTOWN,0,7,0.668,23.4027397260274
PROP-MANN G V,90000,10,0.6625,3.17808219178082
PROP-MANN G V FRM,0,7,4.195,23.4027397260274
PROP-MARKHAM ESTATE,0,88,0.275,21.5246575342466
PROP-MARKHAM F D,44500,4,0.2425,23.4027397260274
PROP-MARKHAM F D HMEPLC,26500,20,0.1615,5.79041095890411
PROP-MARKHAM H T,0,24,0.498,4.38356164383562
PROP-MARKHAM LAND,0,27,0.462,10.0945205479452
PROP-MARKHAM MARY H,1250000,28,1.978,4.8027397260274
PROP-MASON BERNICE,0,27,0.315,10.1260273972603
PROP-MASON J B,67500,11,0.179,22.2232876712329
PROP-MASON RB/DILLARD RE,0,51,0.208,14.3972602739726
PROP-MASSEY BEN F JR,0,7,0.973,18.8479452054795
PROP-MASSEY C W,0,28,0.251,10.0602739726027
PROP-MASSEY E E MRS EST,0,6,0.085,3.8027397260274
PROP-MASSEY G V,40000,7,0.819,23.4027397260274
PROP-MASSEY RUFUS ESTATE,0,20,0.104,8.39452054794521
PROP-MATTHEWS JOE F,0,16,4.084,23.4027397260274
PROP-MATTHEWS JOE F SR,0,6,0.6265,
PROP-MATTHEWS W C,0,1,1.071,23.4027397260274
PROP-MATTHEWS WARREN G,0,26,0.52,23.4027397260274
PROP-MCCARSON LILLIE F,111000,12,0.2775,13.6465753424658
PROP-MCCARTY HERBERT,0,9,0.46,23.4027397260274
PROP-MCCLEESE E E & T L,79000,10,0.1415,18.9835616438356
PROP-MCDOUGALD DOROTHY,0,27,0.328,23.4027397260274
PROP-MCDOUGALD R L,0,17,0.38,22.7643835616438
PROP-MCEACHIN FRANK ET UX,5000,11,0.173,22.9068493150685
PROP-MCMANNEN GRACE MRS,0,6,5.482,23.4027397260274
PROP-MERECHEL PROPERTIES,211000,4,0.762,16.9232876712329
PROP-MERRICK-MORE-SPAULDG,40000,9,0.159,1.87397260273973
PROP-MEYER SIGMUND,0,11,0.475,23.4027397260274
PROP-MILLER D S,0,18,0.1885,23.4027397260274
PROP-MILLER HW & HUNT G,175000,4,0.19,4.62739726027397
PROP-MILLER R R,140000,1,0.163,3.13150684931507
PROP-MITCHELL ARCHIE,0,8,0.641,19.4
PROP-MONK W PLATO ESTATE,0,22,0.6665,23.4027397260274
PROP-MONTSINGER HE MRS SR,0,8,0.4695,11.3808219178082
PROP-MOORE MOZELLE B MRS,32000,12,0.2605,23.4027397260274
PROP-MOORE ROBERT E,98000,11,0.57,18.0068493150685
PROP-MOORE W H,0,18,0.3505,20.5232876712329
PROP-MOREHEAD J L EST/PRT,0,8,0.561,11.9616438356164
PROP-MOREHEAD J L EST/REV,0,5,0.443,23.4027397260274
PROP-MORGAN THOMAS LAND,5000,1,0.33,0.789041095890411
PROP-MORING S P ESTATE,130000,8,0.3985,19.0178082191781
PROP-MYERS BESSIE H,133000,17,0.366,6.76438356164384
PROP-NANCE LUCY,0,7,0.453,1.1972602739726
PROP-NCCU/STATE OF NC,0,17,0.241,23.4027397260274
PROP-NEAL J W,117500,5,0.32,6.12465753424658
PROP-NEW HOMES INC,22500,12,0.2555,18.7917808219178
PROP-NICHOLS A E,0,4,0.274,23.4027397260274
PROP-NICHOLS GLADYS T MRS,0,8,1.421,5.39178082191781
PROP-NICHOLS O B,0,1,0.432,2.29041095890411
PROP-NICHOLS S H & MARY,67000,10,0.14,11.0123287671233
PROP-ODOM RUSSELL-----/AP,0,4,0.31,
PROP-OKELLEY DURWOOD ETAL,0,7,0.148,23.4027397260274
PROP-ONEAL EMMA V,255000,3,1.157,
PROP-PAGE JOHN EST,0,4,0.205,-0.361643835616438
PROP-PAGE W S ESTATE,0,42,0.728,10.8027397260274
PROP-PARRISH E J/W DURHAM,77000,181,0.161,18.5945205479452
PROP-PARRISH ROSA B,36000,25,0.496,22.0602739726027
PROP-PAUL JL/NEUFELD GR,83500,4,0.987,3.87260273972603
PROP-PENDERGRASS FRANK,141000,21,0.464,6.76027397260274
PROP-PERRY W H,42000,3,0.123,10.3945205479452
PROP-PICKETT ALICE H,350000,4,1.4255,
PROP-PICKETT CHARLES W,0,6,0.9605,3.04931506849315
PROP-PICKETT EST,16250,46,0.2455,21.4027397260274
PROP-PICKETT H S,0,5,0.336,12.813698630137
PROP-PICKETT T W,210000,5,0.597,10.227397260274
PROP-PIERCE A C,0,6,0.1115,18.9
PROP-POE JULIUS D,150000,1,2.583,
PROP-POLLARD A J,0,38,1.221,20.4821917808219
PROP-POOLE THOMAS M,0,15,2.032,22.9027397260274
PROP-POPE C A,0,92,0.7045,14.3972602739726
PROP-POPE CHARLES A,0,17,0.834,23.4027397260274
PROP-POPE GEORGE E,13500,1,2.848,2.78630136986301
PROP-POPE JOHN W ESTATE,142000,10,0.203,15.3890410958904
PROP-POPE V F,0,59,0.518,18.6698630136986
PROP-POPE V F & NOELL H L,0,22,0.361,23.4027397260274
PROP-POPE V F ET AL,0,84,0.52,13.9684931506849
PROP-PORTER GERALD T,150000,3,1.183,10.213698630137
PROP-PRATT W MANGUM,60500,80,0.1675,7.95616438356164
PROP-PROCTOR A M,49250,8,0.2075,15.1369863013699
PROP-PROCTOR F M,0,17,0.215,23.4027397260274
PROP-PROCTOR J H & S L,0,5,0.229,11.3945205479452
PROP-PROCTOR J SID H EST,0,76,0.28,17.4643835616438
PROP-PROCTOR LAND,30000,30,0.171,8.83150684931507
PROP-QUICK ROBERT,0,4,0.1975,8.14520547945206
PROP-RAMSEY J T LAND,0,2,1.2875,
PROP-RAND W K,0,14,0.8585,11.7835616438356
PROP-REICHARD J/PROCTOR J,180500,4,0.328,5.36986301369863
PROP-REVILL J A,0,20,0.591,10.5958904109589
PROP-RHEW L H,183500,4,1.2445,2.87671232876712
PROP-RIDDLE L A ESTATE,0,32,0.16,16.2150684931507
PROP-RIDDLE OLIVE MRS,0,15,0.236,23.4027397260274
PROP-RIGSBEE A M ESTATE,77500,14,0.449,22.7972602739726
PROP-RIGSBEE JNO V HMEPLC,0,18,0.3025,19.4808219178082
PROP-RIGSBEE LUTHER J,35000,25,0.24,2.1972602739726
PROP-RIGSBEE R H,196000,39,0.141,7.08219178082192
PROP-RIGSBEE R L EST,74000,14,0.5695,5.5054794520548
PROP-RIGSBEE ROWENA,0,139,0.409,10.8383561643836
PROP-RIPLEY CHARLES W JR,109000,5,0.435,
PROP-ROBB JOSEPH A INC,160000,47,0.487,17.958904109589
PROP-ROBERSON JOHN K,91250,6,0.299,10.8684931506849
PROP-ROBERTS A T EST,135000,7,0.313,9.38082191780822
PROP-ROBERTS CONST CO,0,102,0.275,23.4027397260274
PROP-ROBERTS CONST CO RSB,70000,5,0.278,23.4027397260274
PROP-ROBERTS E M DR,0,4,0.468,23.4027397260274
PROP-ROBERTS LEON S,0,1,0.137,23.4027397260274
PROP-ROBERTS W I,0,5,0.625,8.04520547945205
PROP-ROBERTS WILLIAM C JR,0,7,0.858,23.4027397260274
PROP-ROCHELLE E A ESTATE,21750,96,0.343,14.8931506849315
PROP-ROCHELLE J A,50000,3,0.153,
PROP-ROCHELLE L A ESTATE,0,11,0.117,23.4027397260274
PROP-ROGERS E A,36250,4,0.366,22.9027397260274
PROP-ROSS,0,9,0.221,23.4027397260274
PROP-RUFFIN LAND,0,6,1.1005,10.8958904109589
PROP-RUSSELL T L,0,10,0.308,12.3972602739726
PROP-RUTLEDGE J H,0,5,0.347,
PROP-SALLY J L,50000,23,0.174,23.4027397260274
PROP-SALLY J L/CLUB AC RV,0,6,0.275,23.4027397260274
PROP-SANDLING M H,0,7,1.044,12.6383561643836
PROP-SANICOLA M,22500,4,0.475,
PROP-SATTERFIELD FRANK G,42500,15,0.501,21.7369863013699
PROP-SCAROUROUGH GW ETUX,0,8,2.2735,9.75753424657534
PROP-SCOTT R W,71500,4,0.547,2.88493150684932
PROP-SCOTT RAYMOND M,182500,5,0.397,2.21917808219178
PROP-SEARS,50000,17,0.173,8.81095890410959
PROP-SEARS LAND,0,12,0.168,12.5917808219178
PROP-SHERRON B H,0,39,0.687,19.4547945205479
PROP-SHERRON ESTATE,0,11,1.284,23.4027397260274
PROP-SHEVEL & KIRKLAND,70000,4,0.154,0.224657534246575
PROP-SHEWEL M,0,11,0.159,15.3972602739726
PROP-SMITH H L,10500,20,0.1335,11.558904109589
PROP-SMITH J P,8000,6,0.3275,4.05753424657534
PROP-SMITH J W,39500,13,0.159,7.04109589041096
PROP-SMITH J W ESTATE,43500,18,0.74,16.4821917808219
PROP-SMITH LIZZIE O,18250,12,0.124,8.38082191780822
PROP-SMITH M L FRM,0,24,0.4925,19.0986301369863
PROP-SMITH RUBEN T,0,5,0.647,
PROP-SMITH W A,0,7,0.471,23.4027397260274
PROP-SMOAKE S C,74000,9,0.388,23.4027397260274
PROP-SNEED W P/REDMOND FR,0,9,0.484,23.4027397260274
PROP-SNEED W P/WOODS W H,98000,30,0.224,23.4027397260274
PROP-SNOW H N SR MRS,10000,57,0.123,14.2082191780822
PROP-SORREL GERALDINE M,165000,7,0.487,5.6986301369863
PROP-SPARROW R L,0,39,0.486,21.8876712328767
PROP-SPARROW R L SEC 1,0,37,0.559,23.4027397260274
PROP-SPARROW R L SEC 2,0,7,0.48,7.30684931506849
PROP-SPAULDG-MERRICK-MCDG,0,58,0.1655,15.1397260273973
PROP-STALLING DAVID H SR,0,5,0.423,4.71232876712329
PROP-STALLINGS M R,0,10,1.024,14.958904109589
PROP-STANDARD CONST CO,0,9,0.229,20.4013698630137
PROP-STEELE REALTY INC,0,14,0.5105,23.4027397260274
PROP-STEELE RLTY COMP INC,0,14,0.687,15.2219178082192
PROP-STEVENS CHARLES J,28000,5,0.915,13.8452054794521
PROP-STONE C L & R L,0,15,0.492,23.4027397260274
PROP-STONE T F COMPANIES,352750,8,1.748,17.213698630137
PROP-STOUT MACK,29500,6,3.172,15.9643835616438
PROP-STOUT MACK ET UX,0,8,0.697,23.4027397260274
PROP-STRAYHORN,45500,1,0.165,
PROP-STRAYHORN/CHRISTIAN,115000,73,0.171,13.4191780821918
PROP-STRUDWICK,11000,6,0.1085,8.55068493150685
PROP-SUGGS ALTON L JR,174000,8,1.153,
PROP-SUMMERLIN DAVID C,274000,8,0.736,15.3890410958904
PROP-SUMMERLIN R B ET UX,73000,1,0.395,
PROP-SWEANEY CORINNA DAY,0,3,0.548,
PROP-SWEANEY HUNTER DR,186500,32,0.631,15.8027397260274
PROP-SYKES R G,0,16,0.209,14.6465753424658
PROP-TATE MINNIE,11000,6,0.606,
PROP-TATUM NANNIE EST,196000,4,0.12,5.57945205479452
PROP-TATUM/GOOSE CRK,0,75,0.141,23.3835616438356
PROP-TAYLOR LENNIE B,6000,14,0.2875,5.92602739726027
PROP-TERRY E L ET UX,108000,7,0.677,13.7917808219178
PROP-THOMASSON C B,0,10,0.4055,19.4
PROP-THOMPSON ET AL FRM,195000,7,0.21,3.78904109589041
PROP-THOMPSON GARLAND,0,4,0.6485,23.4027397260274
PROP-THOMPSON GLENICE,0,6,0.276,16.9671232876712
PROP-THOMPSON J S ET UX,0,10,0.344,23.4027397260274
PROP-TILLEY F M,120000,13,0.166,23.4027397260274
PROP-TILLEY P G,193500,3,2.631,15.6821917808219
PROP-TOWN RANCH,222000,7,0.406,9.72602739726027
PROP-TRAYNHAM MARJORIE B,0,5,1.084,12.5917808219178
PROP-TRICE ALFRED ESTATE,19250,8,0.57,23.4027397260274
PROP-TRINITY M E CHURCH,158500,24,0.2285,6.44931506849315
PROP-TURNER J Y,0,5,0.608,12.0917808219178
PROP-TURRENTINE ETHEL,0,5,0.529,12.3972602739726
PROP-UTLEY J M JR,244000,10,0.615,23.4027397260274
PROP-UTLEY J MARVIN,0,68,0.468,16.0657534246575
PROP-VAUGH SAM D,0,4,0.979,0.542465753424658
PROP-VAUGHN GEORGE W ETUX,106500,4,0.52,
PROP-VICKERS H H,89500,32,0.228,16.386301369863
PROP-VICKERS L W,253500,9,0.998,17.3904109589041
PROP-VICKERS W G HOMEPLC,180000,6,0.4355,21.4027397260274
PROP-VICKERS W GASTON EST,84000,48,0.187,23.4027397260274
PROP-VICKERS W H,125000,14,0.258,9.36438356164384
PROP-WADE WILLIAM,0,9,0.14,4.95890410958904
PROP-WALKER ROBERT G,125500,6,0.3955,5.7972602739726
PROP-WALTON J E HEIRS,255000,3,1.239,
PROP-WARD EFFIE J,129500,4,0.4115,6.8013698630137
PROP-WARD F A,91000,55,0.229,6.63561643835616
PROP-WARREN J B ESTATE,74000,10,0.189,3.29315068493151
PROP-WATERS G N,0,5,0.758,19.8506849315068
PROP-WATTS GEORGE W,73000,14,0.2275,11.4575342465753
PROP-WATTS J E,156000,7,4.14,7.36712328767123
PROP-WEATHERLY A T,0,19,0.281,14.8712328767123
PROP-WEAVER LEON ET UX,0,52,0.458,23.4027397260274
PROP-WEBB BETTY,0,10,0.882,13.5438356164384
PROP-WELLS PAGE M,215000,3,0.371,7.36712328767123
PROP-WHEELASS GEORGE K,0,6,0.502,12.641095890411
PROP-WHEELER PAUL ESTATE,0,24,0.288,6.38082191780822
PROP-WHEELOUS GEORGE MRS,0,3,0.459,23.4027397260274
PROP-WHITE R S/RAY G D,123500,22,0.171,15.1424657534247
PROP-WHITE R SHELTON,137500,6,0.1285,23.4027397260274
PROP-WHITE WILLIAM R,245000,1,0.556,
PROP-WHITESIDE J S MRS,0,9,0.598,11.1342465753425
PROP-WHITFIELD J D,87000,1,0.227,6.05753424657534
PROP-WHITTED G B HMEPLC,0,4,0.172,23.4027397260274
PROP-WIGGINS M L MRS,0,5,0.471,
PROP-WIGGINS/KERR/HUNT,112000,5,0.253,4.04109589041096
PROP-WILKERSON J L,106000,4,0.1575,1.03013698630137
PROP-WILKERSON O E,57000,18,0.475,15.4712328767123
PROP-WILKINS L L,1053000,8,0.388,23.4027397260274
PROP-WILKINSON ALBERT,23250,4,0.164,20.4
PROP-WILKINSON T W,54250,20,0.2215,9.22739726027397
PROP-WILLIAMS DT & MINNIE,39750,4,2.6085,11.4493150684932
PROP-WILLIAMS R U,421750,4,0.1365,3.35890410958904
PROP-WILLIAMS W H ESTATE,266500,6,0.1655,3.47123287671233
PROP-WILSON A L,31500,4,0.305,9.62739726027397
PROP-WILSON DELLA FERRELL,153000,3,0.236,21.372602739726
PROP-WINDERS WILLIAM R,43500,11,0.502,10.9561643835616
PROP-WISEMAN TT/INGOLD WA,0,7,0.382,14.8876712328767
PROP-WITT HAYNES CONST CO,125250,6,0.203,8.08219178082192
PROP-WOODARD MARY J L,44000,5,0.132,8.7958904109589
PROP-WOODS E A,102250,18,0.3505,11.3945205479452
PROP-WOODS LARKIN,0,73,0.172,22.9027397260274
PROP-WRIGHT R H,0,214,0.1895,11.6465753424658
PROP-WRIGHT R H ESTATE,190000,47,0.208,10.9972602739726
PROP-WRIGHT REAL EST CO,0,23,0.228,13.1356164383562
PROP-WRIGHT T D,70000,8,0.218,17.9315068493151
PROP-WRIGHT T D L-2 CONDO,0,1,0.233,7.39178082191781
PROP-WRIGHT TD/WRIGHT RH,0,12,0.177,23.4027397260274
PROP-WYATT W J,52000,29,0.204,8.92191780821918
PROP-WYNN A L,7000,24,0.402,16.5369863013699
PROP-WYNNE A L,193500,3,0.843,9.07945205479452
PROVIDENCE RIDGE PH 01,240000,17,0.246,4.24794520547945
PROVIDENCE RIDGE PH 02,241250,38,0.273,3.99452054794521
QUAIL HOLL0W SEC 2,160000,17,0.284,8.7972602739726
QUAIL HOLLOW SEC 1,75000,3,0.234,
QUAIL RDG,345500,19,0.484,8.88219178082192
QUALITY PLUS CONST,0,2,0.3955,23.4027397260274
RAINFORD CONDOS,0,5,0,12.3972602739726
RAINTREE,202000,11,0.475,21.0465753424658
RAND TERRACE SEC 1,0,18,0.2275,14.3698630136986
RAND TERRACE SEC 2,0,69,0.209,15.9712328767123
RANDOLPH HOUSE CONDO,6250,7,0,23.4027397260274
RAVENSTN 3 P01-A,221000,61,0.207,7.13698630136986
RAVENSTN 3 P01-C,240000,68,0.207,4.71232876712329
RAVENSTN P01,202000,35,0.253,5.16849315068493
RAVENSTN P01 S01B,211000,2,0.262,
RAVENSTN P01 S02,230500,40,0.235,13.7287671232877
RAVENSTN P01 S03,200500,9,0.242,3.37808219178082
RAVENSTN P02 S01,229000,3,0.236,9.34246575342466
RAVENSTN P02 S01 MAP01-06,231250,104,0.233,6.17808219178082
RAVENSTN P02 S02B-03B-04,224500,102,0.239,4.88767123287671
RAVENSTN P02 S03,214500,3,0.233,2.63561643835616
RAVENSTN/P01-B S03,221500,14,0.207,4.63013698630137
RAVENWOOD,19835500,2,17.125,
RDGVIEW SEC 1,0,8,0.512,23.4027397260274
RDGVIEW SEC 3,103500,5,0.486,17.9630136986301
RDGWOOD,0,51,0.506,21.5972602739726
REDWOOD ACRES,191250,2,0.6215,2.20821917808219
REGIONAL COMMERCE CENTER,0,1,31.483,0.46027397260274
RENAISSANCE 4,24500000,2,13.2015,4.05205479452055
RESUB/SOUTHPORT LT 78-81,147500,7,0.221,23.4027397260274
REVERE CT TWNHMS PH 1,0,7,0.037,23.4027397260274
REVERE CT TWNHMS PH 2,92000,7,0.036,15.0534246575342
REVERE CT TWNHMS PH 3,0,6,0.033,23.4027397260274
REVERE CT TWNHMS PH 4,0,7,0.036,14.3821917808219
REVERE CT TWNHMS PH 5,80000,7,0.036,23.4027397260274
RIDDLE HGHTS SEC 1  RESUB,0,11,0.585,15.3972602739726
RIDDLE HGHTS SEC 2,0,52,0.196,23.4027397260274
RIDDLE PRK SEC 1,0,16,0.1975,17.5506849315069
RIDDLE PRK SEC 2,63500,22,0.199,17.7232876712329
RIDDLE PRK SEC 3,0,18,0.156,23.4027397260274
RIDDLE PRK SEC 3A,0,2,0.1705,20.9013698630137
RIDDLE PRK SEC 4,52000,12,0.266,23.4027397260274
RIDGEWD/RIDGEFLD OPN SPC,0,1,11.272,
RIDGEWD/RIDGEFLD PH 1 S-B,134000,44,0.194,12.3671232876712
RIDGEWD/RIDGEFLD PH 1 S-C,124500,42,0.1605,11.3643835616438
RIDGEWD/RIDGEFLD PH 2,120000,53,0.157,13.8027397260274
RIDGEWD/RIDGEFLD PH 3,137500,41,0.226,19.8821917808219
RIDGEWD/RIDGEFLD PH 4,143000,21,0.161,11.5616438356164
RIDGEWD/RIDGEFLD PH 5-A,132000,55,0.163,5.63424657534247
RIDGEWD/RIDGEFLD PH 5-B,124500,52,0.1555,7.86575342465754
RIDGEWD/RIDGEFLD PH 6-A,142000,40,0.1645,5.08082191780822
RIDGEWD/RIDGEFLD PH 6-B,147000,57,0.161,9.20821917808219
RIDGEWD/RIDGEFLD PH 7-A,145000,52,0.1305,7.87671232876712
RIDGEWD/RIDGEFLD PH 7-B,157500,49,0.168,14.6356164383562
RIDGEWD/RIDGEFLD PH 8-A,146000,68,0.123,7.04931506849315
RIDGEWD/RIDGEFLD PH 8-B,157500,47,0.134,4.21643835616438
RIVER FRST SEC 1,0,63,0.285,23.4027397260274
RIVER FRST SEC 2,0,74,0.2785,23.4027397260274
RIVER FRST SEC 3,0,28,0.286,23.4027397260274
RIVERS EDGE PH 01,420000,23,0.269,12.3082191780822
RIVERS EDGE PH 02,413000,27,0.261,9.45616438356164
RIVERSIDE ON THE ENO,60000,29,0.368,3.44383561643836
RIVERWALK TWNHMS PH 01,30000,16,0.029,23.4027397260274
RIVERWALK TWNHMS PH 02,50000,15,0.029,23.4027397260274
ROBERTSON PLC,43750,18,0.152,5.78082191780822
ROCKWOOD,210000,73,0.397,9.75753424657534
ROCKWOOD HGHTS,98750,12,0.4005,14.9684931506849
ROCKWOOD SEC 2,170500,80,0.357,12.9698630136986
ROCKY CRK SEC 1,40500,11,3.02,23.4027397260274
ROCKY CRK SEC 2,0,9,3.689,23.4027397260274
ROCKY RDG RECOMB,37500,4,0.552,12.8109589041096
ROCKY RDG SEC 1,320000,21,0.393,3.84383561643836
ROCKY RDG SEC 1-B,315000,9,0.39,13.0904109589041
ROCKY RDG SEC 1-C,0,5,0.447,21.1109589041096
ROCKY RDG SEC 1-D,315000,9,0.411,20.1493150684932
ROCKY RDG SEC 2,58000,29,0.449,16.4575342465753
ROCKY RDG SEC 3,69500,10,0.53,11.7671232876712
ROLLINGWD PL-B/P  36/ 33,0,23,0.305,8.78767123287671
ROLLINGWD PL-B/P 106/131,153000,53,0.514,8.79178082191781
ROSE PRK,0,23,0.315,2.44383561643836
ROSEBRIAR,106000,27,0.529,9.47808219178082
ROSEBRIAR EXT 1,10000,15,0.586,6.27671232876712
ROSEBRIAR SEC 1,0,17,0.535,12.2109589041096
ROSEHILL,120000,7,0.457,18.4287671232877
ROSEWOOD/MAP 0824-20,90000,13,0.402,21.3780821917808
ROSEWOOD/MAP 0840-02,116000,31,0.143,13.4232876712329
ROTUND HLS SEC 3,0,10,0.4825,23.3013698630137
ROTUND HLS SEC 6,94250,8,0.47,10.972602739726
ROTUND HLS SEC 8,0,9,0.547,23.4027397260274
ROWEWOODS,144000,22,0.4685,21.372602739726
ROXBORO RD PROF CTR CD/B1,252750,6,0,16.6493150684932
ROXBORO RD PROF CTR CD/B2,247250,8,0,12.8041095890411
ROXBORO RD PROF CTR CD/B3,575000,4,0,12.1260273972603
ROYAL OAKS,0,37,0.289,9.36712328767123
ROYAL OAKS EXT 1,0,27,0.297,16.4178082191781
ROYAL OAKS EXT 2,119500,27,0.314,18.8082191780822
RUGBY ROAD,572500,6,0.974,4.72054794520548
RUSTICA OAKS,280000,224,0.143,2.33698630136986
RUSTICA OAKS TW,162000,61,0.052,4.45205479452055
SAINT THOMAS PLACE,301000,5,0.459,11.5767123287671
SAN REBA WDS,217500,5,1.021,
SANDLEWOOD HLS SEC 1,0,32,0.49,23.4027397260274
SANDLEWOOD HLS SEC 2,75000,23,2.992,14.386301369863
SATER STREET,81500,5,0.233,16.8986301369863
SAVANNAH,0,3,0.545,10.3041095890411
SCARSDALE VLG PH 1,122000,39,0.28,23.4027397260274
SCARSDALE VLG PH 2,122000,30,0.2755,16.8945205479452
SCARSDALE VLG PH 3,0,32,0.281,23.4027397260274
SCARSDALE VLG PH 4,121500,24,0.2495,15.3904109589041
SCOTLAND MANOR,42500,14,0.1995,17.4
SCOTLAND MANOR SEC 1 PH 1,0,9,0.029,23.4027397260274
SCOTLAND MANOR SEC 1 PH 2,0,8,0.032,23.4027397260274
SCOTLAND MANOR SEC 1 PH 3,17500,17,0.031,18.4
SCOTLAND MANOR SEC 2 PH 4,0,11,0.029,20.386301369863
SCOTTISH HLS CLUSTER PH 1,96000,38,0.1885,16.4602739726027
SCOTTISH HLS CLUSTER PH 2,107750,24,0.1505,21.441095890411
SECURITY HME BLDRS/POPE,176250,10,0.1975,9.46849315068493
SEDGEFIELD TERRACE SEC 2,57500,16,0.485,20.9013698630137
SEDWICK CMNS OFC PRK CD,0,1,1.211,
SETTLERS MILL PH 1,161000,28,0.3095,20.2931506849315
SETTLERS MILL PH 2,45000,47,0.326,17.3698630136986
SETTLERS PNT PH 2,166250,30,0.2775,13.7109589041096
SEVEN OAKS TWNHMS PH 1,126000,11,0.055,16.8767123287671
SEVEN OAKS TWNHMS PH 2,141500,10,0.063,2.8027397260274
